doc_id	relation_id	relation_name	gene_words	hpoterm_words	words
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_27_28_13_15	neurogenin_1/hepatic leukemia factor	{27,28}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_27_28_21_25_UNSUP	neurogenin_1/lymphoblastic leukemia derived sequence 1	{27,28}	{21,22,23,24,25}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_27_28_13_15_UNSUP	neurogenin_1/hepatic leukemia factor	{27,28}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_29_29_21_25	PAX9/lymphoblastic leukemia derived sequence 1	{29}	{21,22,23,24,25}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_29_29_13_15	PAX9/hepatic leukemia factor	{29}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_29_29_21_25_UNSUP	PAX9/lymphoblastic leukemia derived sequence 1	{29}	{21,22,23,24,25}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_29_29_13_15_UNSUP	PAX9/hepatic leukemia factor	{29}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_34_34_21_25	GATA5/lymphoblastic leukemia derived sequence 1	{34}	{21,22,23,24,25}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_34_34_13_15	GATA5/hepatic leukemia factor	{34}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_34_34_21_25_UNSUP	GATA5/lymphoblastic leukemia derived sequence 1	{34}	{21,22,23,24,25}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_34_34_13_15_UNSUP	GATA5/hepatic leukemia factor	{34}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_37_37_21_25	MGMT/lymphoblastic leukemia derived sequence 1	{37}	{21,22,23,24,25}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_37_37_13_15	MGMT/hepatic leukemia factor	{37}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_37_37_21_25_UNSUP	MGMT/lymphoblastic leukemia derived sequence 1	{37}	{21,22,23,24,25}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_37_37_13_15_UNSUP	MGMT/hepatic leukemia factor	{37}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_41_41_21_25	SRY/lymphoblastic leukemia derived sequence 1	{41}	{21,22,23,24,25}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_41_41_13_15	SRY/hepatic leukemia factor	{41}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_41_41_21_25_UNSUP	SRY/lymphoblastic leukemia derived sequence 1	{41}	{21,22,23,24,25}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_41_41_13_15_UNSUP	SRY/hepatic leukemia factor	{41}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_48_48_21_25	SREBF1/lymphoblastic leukemia derived sequence 1	{48}	{21,22,23,24,25}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_48_48_13_15	SREBF1/hepatic leukemia factor	{48}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_48_48_21_25_UNSUP	SREBF1/lymphoblastic leukemia derived sequence 1	{48}	{21,22,23,24,25}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_48_48_13_15_UNSUP	SREBF1/hepatic leukemia factor	{48}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_54_54_21_25	ST18/lymphoblastic leukemia derived sequence 1	{54}	{21,22,23,24,25}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_54_54_13_15	ST18/hepatic leukemia factor	{54}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_54_54_21_25_UNSUP	ST18/lymphoblastic leukemia derived sequence 1	{54}	{21,22,23,24,25}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_54_54_13_15_UNSUP	ST18/hepatic leukemia factor	{54}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_61_61_21_25	TP73/lymphoblastic leukemia derived sequence 1	{61}	{21,22,23,24,25}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_61_61_13_15	TP73/hepatic leukemia factor	{61}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_61_61_21_25_UNSUP	TP73/lymphoblastic leukemia derived sequence 1	{61}	{21,22,23,24,25}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0091805.pdf	RELATION_GENEHPOTERM_SUP_F_H_journal.pone.0091805.pdf_105_105_61_61_13_15_UNSUP	TP73/hepatic leukemia factor	{61}	{13,14,15}	{ALX4,homeodomain,transcri,tion,factor,FEV,FEV,(,ETS,oncogene,family,),HLF,hepatic,leukemia,factor,HOXA11,homeobox,rotein,A11,LYL1,lymphoblastic,leukemia,derived,sequence,1,NEURO,neurogenin,1,PAX9,aired,box,ene,9,GATA5,transcription,factor,MGMT,DNA,methyltransferase,SOX1O,SRY,sex,determinin,reion,-,box,10,SREBF1,sterol,reulato,element,bindin,TF1,ST18,supression,of,breast,cancer,tumori,enici,TP73,tumor,rotein,73,TR,|,M29,tripartite,motif,protein,ZNF436,zinc,ﬁnger,protein,436,I,hypermethylated,I,hypomethylated,I,I,I,_,CIICDICDI,I,I,II,I}
journal.pone.0095190.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0095190.pdf_11_11_4_4_2_2	NHL/HP:0002665|Lymphoma	{4}	{2}	{Hodgkin,’s,lymphoma,(,NHL,),by,renal,biopsy,.}
journal.pone.0095190.pdf	RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0095190.pdf_11_11_4_4_2_2_UNSUP	NHL/HP:0002665|Lymphoma	{4}	{2}	{Hodgkin,’s,lymphoma,(,NHL,),by,renal,biopsy,.}
