doc_id	relation_id	relation_name	gene_words	hpoterm_words	words	expectation
journal.pone.0093279.pdf	RELATION_GENEHPOTERM_journal.pone.0093279.pdf_633_633_24_24_32_32	IL-22/HP:0002090|Pneumonia	{24}	{32}	{Aujla,SJ,",",Chan,YR,",",Zheng,l,"\\\\",I,",",Fei,l,"\\\\",I,",",Askew,DJ,",",et,al.,(,2008,),IL-22,mediates,mucosal,host,defense,against,Gram-negative,bacterial,pneumonia,.}	0.606
journal.pone.0038842.pdf	RELATION_GENEHPOTERM_journal.pone.0038842.pdf_69_69_4_4_6_6	ZEB2/HP:0009733|Glioma	{4}	{6}	{D.,Medium,expression,of,ZEB2,in,glioma,samples,.}	0.558
journal.pone.0006721.pdf	RELATION_GENEHPOTERM_journal.pone.0006721.pdf_255_255_6_6_12_12	CTGF/HP:0000093|Proteinuria	{6}	{12}	{Other,studies,observed,increased,levels,of,CTGF,associated,to,the,development,of,proteinuria,and,interstitial,ﬁbrosis,in,murine,models,of,diabetic,nephropathy,;,in,these,studies,",",administration,of,CTGF,antisense,reduced,proteinuria,and,serum,creatinine,and,mesangial,expansion,[,34,],.}	0.438
journal.pone.0071034.pdf	RELATION_GENEHPOTERM_journal.pone.0071034.pdf_411_411_28_28_35_35	DRD2/HP:0100660|Dyskinesia	{28}	{35}	{Liou,Y,],",",Lai,IC,",",Liao,DL,",",Chen,],Y,",",Lin,CC,",",et,al.,(,2006,),The,human,dopamine,receptor,D2,(,DRD2,),gene,is,associated,with,tardive,dyskinesia,in,patients,with,schizophrenia,.}	0.644
journal.pone.0096381.pdf	RELATION_GENEHPOTERM_journal.pone.0096381.pdf_197_197_2_2_13_13	BCR/HP:0002665|Lymphoma	{2}	{13}	{Screening,of,BCR,and,TLR9,stimulated,kinase,activation,pattern,in,BJAB,Burkitt,’s,lymphoma,cells,by,MAPK,protein,profiler,array,.}	0.562
SCPDFS_41271.pdf	RELATION_GENEHPOTERM_SCPDFS_41271.pdf_35_35_0_0_13_14	SLS/HP:0007503|Generalized ichthyosis	{0}	{13,14}	{SLS,is,a,rare,",",autosomal,recessive,disorder,with,symptoms,of,congenital,",",generalized,ichthyosis,",",mental,retardation,",",and,spastic,diplegia,or,tetraplegia,(,Sjogren,and,Larsson,",",1957,;,reviewed,by,Rizzo,",",1993,),.}	0.656
journal.pone.0093488.pdf	RELATION_GENEHPOTERM_journal.pone.0093488.pdf_412_412_38_38_45_45	CD99/HP:0100242|Sarcoma	{38}	{45}	{Folpe,AL,",",Hill,CE,",",Parham,DIVI,",",O’Shea,PA,",",VVeiss,SIN,(,2000,),Immunohis,~,tochemical,detection,of,FLI,~,1,protein,expression,:,a,study,of,132,round,cell,tumors,with,emphasis,on,CD99,~,positive,mimics,of,Ewing,’s,sarcoma,/,primitive,neuroectodermal,tumor,.}	0.774
journal.pone.0045660.pdf	RELATION_GENEHPOTERM_journal.pone.0045660.pdf_61_61_36_36_64_65	SR-BI/HP:0003651|Foam cells	{36}	{64,65}	{S13-BI,also,stimulates,rodents,),it,is,also,most,abundantly,expressed,in,the,liver,and,free,Cholesterol,(,FC,),efﬂux,from,perlpheml,nssues,to,HDL,[,7,],’,steroidogenic,tissues,[,24,],Human,SR-BI,variants,are,associated,although,its,role,in,stimulating,this,early,step,of,RCT,to,decrease,with,Changes,in,HDL_ChO1eSter01,[,"25,26",],and,protein,levels,in,macrophage,foam,cell,formation,remains,controversial,[,"8,9",],". . . . .",.}	0.696
SCPDFS_18653.pdf	RELATION_GENEHPOTERM_SCPDFS_18653.pdf_52_52_6_6_20_21	CUL4A/HP:0003251|Male infertility	{6}	{20,21}	{Recent,ﬁndings,have,also,suggested,that,CUL4A,functions,in,murine,spermatogenesis,and,showed,that,germline,deletion,of,Cul4A,leads,to,male,infertility,(,Kopanja,et,al.,",",2011,;,Yin,et,al.,",",2011,),.}	0.466
journal.pone.0075287.pdf	RELATION_GENEHPOTERM_journal.pone.0075287.pdf_465_465_0_0_11_11	EGFR/HP:0100843|Glioblastoma	{0}	{11}	{EGFR,and,PTEN,modulate,TF,expression,through,JunD,/,AP-1,in,glioblastoma,[,44,],.}	0.592
journal.pone.0087057.pdf	RELATION_GENEHPOTERM_journal.pone.0087057.pdf_638_638_24_24_32_33	ADPRT/HP:0012125|Prostate cancer	{24}	{32,33}	{Lockett,KL,",",Hall,1,"\\\\",’,IC,",",Xu,],",",Zheng,SL,",",Berwick,IVI,",",et,al.,(,2004,),The,ADPRT,V,',762A,genetic,variant,contributes,to,prostate,cancer,susceptibility,and,deﬁcient,enzyme,function,.}	0.448
journal.pone.0045037.pdf	RELATION_GENEHPOTERM_journal.pone.0045037.pdf_326_326_13_13_57_57	CTHRC1/HP:0002861|Melanoma	{13}	{57}	{After,univariate,and,multivariate,logistic,regression,analyses,",",four,markers,(,BRGl,",",CTHRC1,",",Cull,and,ING4,),with,91.2,%,sensitivity,and,85.9,%,speciﬁcity,",",and,ﬁve,markers,(,Birn,",",BRG1,",",BRMS1,",",Cull,and,ING4,),with,93.4,%,sensitivity,and,86.1,%,speciﬁcity,were,obtained,for,distinguishing,primary,and,metastatic,melanoma,from,dysplastic,nevi,using,ROC,analysis,",",respectively,.}	0.484
journal.pone.0039381.pdf	RELATION_GENEHPOTERM_journal.pone.0039381.pdf_39_39_43_43_45_46	p21/HP:0003003|Colon cancer	{43}	{45,46}	{It,is,a,known,target,gene,of,TGFB,in,colon,cancer,[,I,1,],",",and,has,been,associated,with,activin,—,induced,growth,arrest,in,plasmacytic,and,breast,cancer,cells,[,12,",",I3,],",",but,effects,of,activin,on,p21,in,colon,cancer,cells,as,well,as,downstream,consequences,have,not,been,assessed,.}	0.71
journal.pone.0076474.pdf	RELATION_GENEHPOTERM_journal.pone.0076474.pdf_422_422_34_34_38_39	SLC22A5/HP:0100280|Crohn's disease	{34}	{38,39}	{Fisher,SA,",",Hampe,J,",",Onnie,"Cl\\\\/I",",",Daly,IVIJ,",",Curley,C,",",et,al.,(,2006,),Direct,or,indirect,association,in,a,complex,disease,:,the,role,of,SLC22A4,and,SLC22A5,functional,Variants,in,Crohn,disease,.}	0.408
journal.pone.0028732.pdf	RELATION_GENEHPOTERM_journal.pone.0028732.pdf_749_749_37_37_30_30	CD34/HP:0002861|Melanoma	{37}	{30}	{FayJ,",",Palucka,A,",",Paczesny,S,",",Dhodapkar,1,"\\\\",’,I,",",Johnston,D,",",et,al.,(,2006,),Long,»,term,outcomes,in,patients,with,metastatic,melanoma,vaccinated,with,melanoma,peptide,-,pulsed,CD34,(,+,),progenitor-derived,dendritic,cells,.}	0.478
SCPDFS_3229.pdf	RELATION_GENEHPOTERM_SCPDFS_3229.pdf_248_248_10_10_2_5	CD/HP:0012158|Carotid artery dissection	{10}	{2,3,5}	{Femoral,and,carotid,arteries,were,dissected,from,postnatal,day,2,CD,—,1,mice,",",washed,in,PBS,to,remove,blood,",",and,homogenized,in,lysis,buffer,(,50,mM,Tris,",",pH,8.0.150,mM,NaCl,",",and,1,%,NP,—,40,),.}	0.574
journal.pone.0070140.pdf	RELATION_GENEHPOTERM_journal.pone.0070140.pdf_448_448_19_19_28_30	B2/HP:0002860|Squamous cell carcinoma	{19}	{28,29,30}	{Dlamini,Z,",",Bhoola,KD,(,2005,),Upregulation,of,tissue,kallikrein,",",kinin,B1,receptor,",",and,kinin,B2,receptor,in,mast,and,giant,cells,infltrating,oesophageal,squamous,cell,carcinoma,.}	0.682
SCPDFS_344.pdf	RELATION_GENEHPOTERM_SCPDFS_344.pdf_92_92_18_18_23_24	LC3/HP:0003736|Autophagic vacuoles	{18}	{23,24}	{We,found,accumulation,of,autophagosomes,in,the,NPC1,mutant,cells,",",as,assessed,by,elevated,LC3-ll,levels,and,LC3,"\\"",vesicles,",",including,autophagic,vacuoles,analyzed,by,electron,microscopy,(,Figures,1B,",",1C,",",and,S1CS1,F,),.}	0.464
journal.pone.0019971.pdf	RELATION_GENEHPOTERM_journal.pone.0019971.pdf_537_537_17_17_13_13	PL/HP:0100753|Schizophrenia	{17}	{13}	{In,a,related,vein,",",it,is,conceivable,that,the,difﬁculties,experienced,by,schizophrenia,patients,when,viewing,PL,animations,is,somehow,related,to,the,well-established,abnormalities,in,temporal,integration,in,these,patients,[,"54,55",],.}	0.51
SCPDFS_19348.pdf	RELATION_GENEHPOTERM_SCPDFS_19348.pdf_24_24_9_10_31_32	diabetes_insipidus/HP:0000648|Optic atrophy	{9,10}	{31,32}	{Abbreviations,:,WS,",",Wolfram,syndrome,;,DIDMOAD,",",diabetes,insipidus,",",diabetes,mellitus,",",optic,atrophy,",",deafness,;,DM,",",j,uvenile,—,onset,diabetes,mellitus,;,OA,",",optic,atrophy,;,DI,",",diabetes,insipidus,;,D,",",deafness,.}	0.522
journal.pone.0035405.pdf	RELATION_GENEHPOTERM_journal.pone.0035405.pdf_192_192_0_0_16_17	CD36/HP:0003651|Foam cells	{0}	{16,17}	{CD36,scavenger,receptors,",",expressed,on,macrophages,",",additionally,trigger,cytoskeletal,remodelling,",",important,events,in,foam,cell,formation,and,macrophage,migration,[,10,],.}	0.702
journal.pone.0058473.pdf	RELATION_GENEHPOTERM_journal.pone.0058473.pdf_51_51_4_4_7_8	HDAC2/HP:0002354|Memory impairment	{4}	{7,8}	{Consistently,",",overexpression,of,HDAC2,results,in,impaired,memory,formation,[,27,],.}	0.7
journal.pone.0056643.pdf	RELATION_GENEHPOTERM_journal.pone.0056643.pdf_1062_1062_18_18_27_27	p16/HP:0002665|Lymphoma	{18}	{27}	{Drexler,HG,(,1998,),Review,of,alterations,of,the,cyclin-dependent,kinase,inhibitor,INK4,family,genes,p15,",",p16,",",p18,and,p19,in,human,leukemia,»,lymphoma,cells,.}	0.724
journal.pone.0033723.pdf	RELATION_GENEHPOTERM_journal.pone.0033723.pdf_408_408_31_31_29_29	HLA-DRB1/HP:0100786|Hypersomnia	{31}	{29}	{Nliyagawa,T,",",Honda,"l\\\\/I",",",Kawashima,IVI,",",Shimada,NI,",",Tanaka,S,",",et,al.,(,2010,),Polymorphism,located,in,TCRA,locus,confers,susceptibility,to,essential,hypersomnia,with,HLA-DRB1,*,1501-DQ_B1,*,0602,haplotype,.,]}	0.418
journal.pone.0077906.pdf	RELATION_GENEHPOTERM_journal.pone.0077906.pdf_43_43_9_9_37_38	CNTNAP2/HP:0000729|Autistic behavior	{9}	{37,38}	{Finally,",",homozygous,and,compoundheterozygous,deletions,and,mutations,in,CNTNAP2,and,NRXN1,",",both,distant,members,of,the,evolutionarily,conserved,synaptic,proteins,of,the,neurexin,superfamily,",",have,been,discovered,in,patients,with,severe,mental,retardation,",",autistic,behavior,",",seizures,and,microcephaly,",",a,phenotype,resembling,Pitt-Hopkins,syndrome,(,PHS,;,MIM,610954,),[,43,],.}	0.756
SCPDFS_1894.pdf	RELATION_GENEHPOTERM_SCPDFS_1894.pdf_627_627_5_6_0_2	neuropilin_2/HP:0100766|Abnormality of the lymphatic vessels	{5,6}	{0,1,2}	{Abnormal,lymphatic,vessel,development,in,neuropilin,2,mutant,mice,.}	0.746
journal.pone.0037811.pdf	RELATION_GENEHPOTERM_journal.pone.0037811.pdf_15_15_19_19_34_34	IV/HP:0100843|Glioblastoma	{19}	{34}	{We,surveyed,the,expression,of,NNAT,across,10,WHO,grade,II,and,III,gliomas,and,23,glioblastoma,(,grade,IV,),human,tumor,samples,and,found,NNAT,was,expressed,in,a,subset,of,primary,glioblastoma,tumors,.}	0.562
SCPDFS_44974.pdf	RELATION_GENEHPOTERM_SCPDFS_44974.pdf_1018_1018_9_9_14_16	CYP21B/HP:0008258|Congenital adrenal hyperplasia	{9}	{14,15,16}	{steroid,21-hydroxylase,",",unequal,crossingover,",",deletion,of,active,CYP21B,gene,:,production,of,congenital,adrenal,hyperplasia,",",5,",",397,;,erratum,",",6,",",392}	0.538
journal.pone.0044869.pdf	RELATION_GENEHPOTERM_journal.pone.0044869.pdf_381_381_2_2_8_9	p53/HP:0000089|Renal hypoplasia	{2}	{8,9}	{Similarly,",",p53,_,/,_,kidneys,exhibit,renal,hypoplasia,with,fewer,UB,tips,[,41,],.}	0.544
journal.pone.0035415.pdf	RELATION_GENEHPOTERM_journal.pone.0035415.pdf_99_99_5_5_25_25	VEGF/HP:0002099|Asthma	{5}	{25}	{Increased,Expression,of,C3,and,VEGF,Could,Affect,the,Development,of,CNV,in,Rats,with,Asthma,We,next,investigated,the,possible,mechanism,why,rats,with,asthma,developed,more,CNV,than,rats,without,asthma,.}	0.608
SCPDFS_42170.pdf	RELATION_GENEHPOTERM_SCPDFS_42170.pdf_15_15_51_51_57_61	FBP/HP:0004904|Maturity-onset diabetes of the young	{51}	{57,58,61}	{Amplification,using,FBP,exonspeciﬁc,primers,with,a,YAC,contig,from,this,region,of,chromosome,9,further,reﬁned,the,placement,of,FBP,genomic,sequences,to,an,approximately,1.7-cM,region,ﬂanked,by,D9S280,and,D9S287,",",near,the,gene,for,Fanconi,anemia,group,C.,Precise,localization,of,the,FBP,gene,enabled,evaluation,of,FBP,as,a,candidate,gene,for,maturity-onset,diabetes,of,the,young,(,MODY,),and,non-insulin-dependent,diabetes,(,NIDDM,),in,both,Caucasian,and,African-American,families,",",using,the,highly,informative,markers,D9S287,and,D9S1,',76,.}	0.634
journal.pone.0067555.pdf	RELATION_GENEHPOTERM_journal.pone.0067555.pdf_187_187_3_3_11_12	IL-6/HP:0003651|Foam cells	{3}	{11,12}	{In,addition,",",IL-6,stimulates,smooth,muscle,cells,to,develop,into,foam,cells,[,30,],.}	0.506
journal.pcbi.1002597.pdf	RELATION_GENEHPOTERM_journal.pcbi.1002597.pdf_836_836_32_32_38_38	BICD1/HP:0002097|Emphysema	{32}	{38}	{Kong,X,",",Cho,l,"\\\\",’,1H,",",Anderson,VV,",",Coxson,HO,",",l,"\\\\",’,1uller,N,",",et,al.,(,2011,),Genome,~,wide,association,study,identiﬁes,BICD1,as,a,susceptibility,gene,for,emphysema,.}	0.494
journal.pone.0011772.pdf	RELATION_GENEHPOTERM_journal.pone.0011772.pdf_3_3_0_0_7_7	Bcl-2/HP:0002861|Melanoma	{0}	{7}	{Bcl-2,Regulates,HIF-1a,Protein,Stabilization,in,Hypoxic,Melanoma,Cells,via,the,Molecular,Chaperone,HSP90}	0.63
SCPDFS_40429.pdf	RELATION_GENEHPOTERM_SCPDFS_40429.pdf_91_91_3_3_9_11	LRS1/HP:0000590|Progressive external ophthalmoplegia	{3}	{9,10,11}	{Larsen,syndrome,(,LRS1,",",OMIM,150250,),and,progressive,external,ophthalmoplegia,(,PEO2,",",OMIM,601226,),have,been,previously,mapped,between,chromosome,3,markers,D3S1581,and,D3S1600,(,7,",",15,),;,thus,SMARCC1,is,a,positional,candidate,for,these,autosomal,dominant,disorders,.}	0.462
SCPDFS_33551.pdf	RELATION_GENEHPOTERM_SCPDFS_33551.pdf_190_190_17_17_1_1	ADP/HP:0002090|Pneumonia	{17}	{1}	{K.,pneumoniae,strain,UNl041,has,a,mjH,mutation,in,which,Arg,—,101,",",the,site,of,ADP,ribosylation,",",has,been,replaced,by,a,His,residue,(,Chang,et,al.,",",1988,),.}	0.764
SCPDFS_37753.pdf	RELATION_GENEHPOTERM_SCPDFS_37753.pdf_255_255_28_28_30_31	APOE/HP:0100256|Senile plaques	{28}	{30,31}	{Immunohistochemical,staining,of,human,hippocampal,tissues,revealed,that,APOC1,is,produced,in,astrocytes,",",but,not,in,neurons,[,29,],",",and,is,colocalized,with,A6,and,APOE,in,senile,plaques,[,30,],.}	0.53
journal.pone.0045933.pdf	RELATION_GENEHPOTERM_journal.pone.0045933.pdf_235_235_23_23_27_27	CD34/HP:0009733|Glioma	{23}	{27}	{and,wortmannin,predict,that,PI3K,inhibition,should,result,in,reduced,cell,survival,",",in,recent,studies,PI-103,did,not,induce,apoptosis,in,normal,CD34,+,cells,or,glioma,cells,[,"30,3",l,],;,furthermore,",",treatment,of,glioma,cell,lines,with,PI-103,led,to,vacuolation,and,LC-3,processing,[,32,],",",suggesting,that,a,form,of,cell,death,with,features,of,autophagy,rather,than,apoptosis,may,be,induced,in,some,cell,types,by,this,inhibitor,.}	0.454
journal.pone.0087400.pdf	RELATION_GENEHPOTERM_journal.pone.0087400.pdf_179_179_5_5_15_18	CD204/HP:0006510|Chronic obstructive pulmonary disease	{5}	{15,16,17,18}	{The,percentage,of,CD163,",",CD204,and,CD206,positive,cell,in,non-smoker,",",smoker,and,chronic,obstructive,pulmonary,disease,patient,(,COPD,),.}	0.644
journal.pntd.0002137.pdf	RELATION_GENEHPOTERM_journal.pntd.0002137.pdf_306_306_5_5_10_10	CH/HP:0002829|Arthralgia	{5}	{10}	{Features,of,patients,with,chronic,CH,|,KV,—,associated,arthralgia,.}	0.536
journal.ppat.0030120.pdf	RELATION_GENEHPOTERM_journal.ppat.0030120.pdf_101_101_2_2_6_6	C3b/HP:0002090|Pneumonia	{2}	{6}	{SAP,Increases,C3b,Deposition,on,S.,pneumoniae,through,involve,increasing,Clq,binding,to,the,bacteria,and,thereby,the,Classical,Pathway,activating,the,classical,pathway,.}	0.438
journal.pone.0032418.pdf	RELATION_GENEHPOTERM_journal.pone.0032418.pdf_14_14_28_28_12_12	MUC16/HP:0002090|Pneumonia	{28}	{12}	{The,experiments,reported,herein,demonstrate,that,the,epidemic,disease,—,causing,S.,pneumoniae,species,secretes,a,metalloproteinase,",",ZmpC,",",which,selectively,induces,ectodomain,shedding,of,the,MAM,MUC16,.}	0.788
journal.pone.0088918.pdf	RELATION_GENEHPOTERM_journal.pone.0088918.pdf_333_333_29_29_39_40	TMPRSS11A/HP:0011459|Esophageal carcinoma	{29}	{39,40}	{Li,LVV,",",Li,YY,",",Li,XY,",",Zhang,CP,",",Zhou,Y,",",et,al.,(,2011,),A,novel,tumor,suppressor,gene,ECRG4,interacts,directly,with,TMPRSS11A,(,ECRG1,),to,inhibit,cancer,cell,growth,in,esophageal,carcinoma,.}	0.52
journal.pone.0053224.pdf	RELATION_GENEHPOTERM_journal.pone.0053224.pdf_436_436_21_21_26_27	AGA/HP:0001735|Acute pancreatitis	{21}	{26,27}	{Forsmark,CE,",",Baillie,J,",",AGA,Institute,Clinical,Practice,and,Economics,Committee,",",AGA,Institute,Governing,Board,(,2007,),AGA,Institute,technical,review,on,acute,pancreatitis,.}	0.554
journal.pone.0013020.pdf	RELATION_GENEHPOTERM_journal.pone.0013020.pdf_497_497_13_13_8_8	BCL6/HP:0002665|Lymphoma	{13}	{8}	{Interestingly,IRF4,",",a,tumor,suppressor,gene,in,lymphoma,and,a,repressor,of,BCL6,transcription,was,methylated,in,RL,cells,(,Figure,6B,),and,down,regulated,in,RL,cells,(,Figure,6C,left,panel,),and,primary,FL,cells,(,Figure,6C,right,panel,),.}	0.436
journal.pone.0005775.pdf	RELATION_GENEHPOTERM_journal.pone.0005775.pdf_147_147_10_10_24_25	PTEN/HP:0008763|No social interaction	{10}	{24,25}	{In,addition,",",a,mouse,model,involving,limited,deletion,of,PTEN,in,the,cerebral,cortex,and,hippocampus,resulted,in,mice,with,macrocephaly,",",abnormal,social,interactions,",",and,increased,sensitivity,to,sensory,stimuli,",",characteristics,that,are,often,associated,with,ASD,[,70,],.}	0.738
journal.pone.0102556.pdf	RELATION_GENEHPOTERM_journal.pone.0102556.pdf_1057_1057_5_5_15_15	EAAT3/HP:0100753|Schizophrenia	{5}	{15}	{Impaired,activity,of,PIP4K2A,decreases,EAAT3,activity,and,is,expected,to,foster,glutamate,toxicity,in,schizophrenia,patients,[,49,],.}	0.564
journal.pone.0052872.pdf	RELATION_GENEHPOTERM_journal.pone.0052872.pdf_409_409_16_16_21_22	ERG/HP:0005526|Lymphoid leukemia	{16}	{21,22}	{The,role,of,ERG,in,leukemia,is,also,demonstrated,by,the,proliferative,potential,and,ability,of,ERG,to,promote,myeloid,and,lymphoid,leukemias,.}	0.444
journal.pone.0069079.pdf	RELATION_GENEHPOTERM_journal.pone.0069079.pdf_408_408_4_4_17_17	SPARC/HP:0009733|Glioma	{4}	{17}	{It,is,known,that,SPARC,is,overexpressed,in,several,invasive,malignant,tumors,including,meningioma,",",osteosarcoma,and,glioma,.}	0.734
SCPDFS_50889.pdf	RELATION_GENEHPOTERM_SCPDFS_50889.pdf_71_71_2_2_15_15	IDH1/HP:0009592|Astrocytoma	{2}	{15}	{Importantly,",",IDH1,mutations,occur,at,high,frequencies,in,grade,II,gliomas,",",namely,diffuse,astrocytomas,(,68,%,),",",oligodendro,—,mas,(,69,%,),and,oligoastrocytomas,(,78,%,),",",and,with,a,similarly,high,frequency,in,all,types,of,advanced,grade,IV,secondary,GBM,(,88,%,),",",suggesting,that,the,IDH1,mutation,is,an,early,event,in,the,oncogenesis,of,secondary,GBM,.}	0.714
journal.pone.0053250.pdf	RELATION_GENEHPOTERM_journal.pone.0053250.pdf_53_53_13_13_27_28	neurosin/HP:0100315|Lewy bodies	{13}	{27,28}	{The,authors,of,that,study,further,suggested,that,lentivirus,vector,driven,expression,of,neurosin,",",which,in,their,hands,reduced,cx-synuclein,pathology,in,a,mouse,model,of,Lewy,body,disease,",",should,be,further,explored,as,a,potential,therapeutic,tool,for,DLB,.}	0.71
journal.pone.0088991.pdf	RELATION_GENEHPOTERM_journal.pone.0088991.pdf_15_15_27_27_56_58	GATA3/HP:0100647|Graves disease	{27}	{56,58}	{In,phase,three,",",to,explore,association,of,GATA3,polymorphisms,with,AAD,and,to,determine,if,this,association,extended,to,other,autoimmune,conditions,",",15,SNPs,in,GATA3,were,studied,in,UK,and,Norwegian,AAD,cohorts,",",1195,type,1,diabetes,patients,from,Norway,",",650,rheumatoid,arthritis,patients,from,New,Zealand,and,in,283,UK,Graves,’,disease,patients,.}	0.62
journal.pone.0087281.pdf	RELATION_GENEHPOTERM_journal.pone.0087281.pdf_573_573_26_26_33_33	PDGFB/HP:0100843|Glioblastoma	{26}	{33}	{Hede,SIVI,",",Hansson,I,",",Aﬁnk,GB,",",Eriksson,A,",",Nazarenko,I,",",et,al.,(,2009,),GFAP,promoter,driven,transgenic,expression,of,PDGFB,in,the,mouse,brain,leads,to,glioblastoma,in,a,Trp53,"null",background,.}	0.63
SCPDFS_26868.pdf	RELATION_GENEHPOTERM_SCPDFS_26868.pdf_30_30_4_4_12_13	WS/HP:0012254|Ewing's sarcoma	{4}	{12,13}	{Rearrangement,of,the,E,WS,gene,has,been,reported,not,only,in,Ewing,sarcoma,",",but,also,in,several,other,solid,tumors,(,Zucman,et,al.,",",1993a,;,Ladanyi,and,Gerald,",",1994,;,Gerald,et,al.,",",1995,;,Labelle,et,al.,",",1995,;,Clark,et,al.,",",1996,;,Panagopoulos,et,al.,",",1996,;,Urano,et,al.,",",1996,),.}	0.508
journal.pone.0012265.pdf	RELATION_GENEHPOTERM_journal.pone.0012265.pdf_70_70_38_38_2_2	VEGFR/HP:0002861|Melanoma	{38}	{2}	{EMMPRIN,regulates,melanoma,cell,migration,",",proliferation,and,apoptosis,through,VEGFR,—,2,As,VEGF/VEGFR,-2,system,has,been,implicated,in,regulation,of,melanoma,cells,migration,",",proliferation,and,apoptotic,processes,",",the,relationship,between,EMMPRIN,regulation,of,VEGFR,—,2,and,these,cellular,properties,was,investigated,.}	0.742
journal.pone.0083832.pdf	RELATION_GENEHPOTERM_journal.pone.0083832.pdf_93_93_36_36_9_10	AM/HP:0012254|Ewing's sarcoma	{36}	{9,10}	{Cells,resistant,to,anti-IGF-1R,agents,were,obtained,from,TC-71,Ewing,sarcoma,cell,line,",",as,recently,described,and,characterized,[,"5,9",],",",and,referred,as,TC/AVE,(,resistant,to,AVE1642,MAb,",",Immunogen,Waltham,",",AM,TC/CP,(,resistant,to,CP-751,",871",/,Figitumumab,",",Pﬁzer,",",San,Diego,",",CA,),",",or,TC/AEVV,(,resistant,to,NVP-AEW54l,",",Novartis,),All,the,cell,lines,have,been,recently,authenticated,by,STR,analysis,using,genRESVR,MPX-2,and,genRESVR,MPX-3,kits,(,serac,",",Bad,Homburg,",",Germany,),.}	0.686
journal.pgen.1002043.pdf	RELATION_GENEHPOTERM_journal.pgen.1002043.pdf_463_463_15_15_29_30	PPARD/HP:0000359|Abnormality of the inner ear	{15}	{29,30}	{The,results,establish,",",for,the,first,time,",",a,direct,and,novel,role,of,PPARD,in,ear,development,and,may,be,of,relevance,for,the,pathogenesis,of,external,ear,abnormalities,in,humans,.}	0.426
journal.pone.0056639.pdf	RELATION_GENEHPOTERM_journal.pone.0056639.pdf_18_18_30_30_36_36	SHANK2/HP:0000717|Autism	{30}	{36}	{Citation,:,Liu,Y,",",Du,Y,",",Liu,W,",",Yang,C,",",Liu,Y,",",et,al.,(,2013,),Lack,of,Association,between,NLGN3,",",NLGN4,",",SHANK2,and,SHANK3,Gene,Variants,and,Autism,Spectrum,Disorder,in,a,Chinese,Population,.}	0.642
journal.pone.0084167.pdf	RELATION_GENEHPOTERM_journal.pone.0084167.pdf_393_393_8_8_22_23	COPD/HP:0001324|Muscle weakness	{8}	{22,23}	{that,muscle,training,can,improve,muscle,strength,in,COPD,patients,[,37,],",",highlighting,a,tight,link,between,muscle,inactivity,and,muscle,weakness,in,COPD,.}	0.57
SCPDFS_39573.pdf	RELATION_GENEHPOTERM_SCPDFS_39573.pdf_307_307_20_20_3_7	P21/HP:0006770|Clear cell renal cell carcinoma	{20}	{3,4,5,7}	{Two,cases,of,renal,cell,carcinoma,",",clear,cell,type,",",revealing,a,t,(,6,;,11,),(,P21,;,q13,),.}	0.478
journal.pone.0099772.pdf	RELATION_GENEHPOTERM_journal.pone.0099772.pdf_167_167_12_12_15_15	AKT2/HP:0100522|Thymoma	{12}	{15}	{PPP1R3C,protein,phosphatase,1,",",regulatory,subunit,3C,-0.48,1.93E-03,phosphatase,1373108_at,AKT2,v-akt,murine,thymoma,viral,oncogene,homolog,2,-0.61,1.31E-03,kinase,1388765_at,PRKAG2,protein,kinase,",",AMP-activated,",",gamma,2,non-catalytic,-0.62,1.38E-03,kinase,1373952_at,subunit}	0.662
journal.pone.0046289.pdf	RELATION_GENEHPOTERM_journal.pone.0046289.pdf_439_439_22_22_27_27	E4/HP:0000726|Dementia	{22}	{27}	{Roses,AD,",",Saunders,ARI,",",Alberts,KIA,",",Strittmatter,VNIJ,",",Schmechel,D,",",et,al.,(,1995,),Apolipoprotein,E,E4,allele,and,risk,of,dementia,.}	0.416
journal.pone.0094708.pdf	RELATION_GENEHPOTERM_journal.pone.0094708.pdf_540_540_32_32_24_25	NGFI-A/HP:0008222|Female infertility	{32}	{24,25}	{Lee,SL,",",Sadovsky,Y,",",Swirnoff,AH,",",Polish,JA,",",Goda,P,",",et,al.,(,1996,),Luteinizing,hormone,deficiency,and,female,infertility,in,mice,lacking,the,transcription,factor,NGFI-A,(,Egr-1,),.}	0.7
journal.pone.0045979.pdf	RELATION_GENEHPOTERM_journal.pone.0045979.pdf_326_326_26_26_29_30	B12/HP:0006775|Multiple myeloma	{26}	{29,30}	{Arnalich,F,",",Zamorano,AF,",",lVIartinez-Hernandez,P,",",PenaJNI,",",Barbado,FJ,",",et,al.,(,1990,),Additional,predictive,value,of,serum,unsaturated,vitamin,B12,proteins,in,multiple,myeloma,.}	0.622
journal.pone.0050587.pdf	RELATION_GENEHPOTERM_journal.pone.0050587.pdf_697_697_29_29_31_32	T1/HP:0012125|Prostate cancer	{29}	{31,32}	{Souiden,Y,",",1,"\\\\",Iahdouani,IVI,",",Chaieb,K,",",Elka_mel,R,",",1,"\\\\",’,Iahdouani,K,(,2010,),Polymorphisms,of,g1utathione-S-transferase,1,"\\\\",I1,and,T1,and,prostate,cancer,risk,in,a,Tunisian,population,.}	0.404
